year	exporter	gdp	gdp_pc	population	minyear_trade	idc	minyear_gdp	maxyear_gdp	nonmiss	NGDP_RPCH	nr_exports	nr_imports	nr_net_exports	total_exports	total_imports	magic	pc_constant	pc_current	notpc_constant
1984	"GUY"	1.961e+09	2527.6489	776007	1976	99	1960	2022	63	2.1340001	8.53e+07	2400045	8.53e+07	236645580	191364335	2.36e-06	2.36e-06	1.29e-06	1.83285
1985	"GUY"	2.009e+09	2599.4792	772671	1976	99	1960	2022	63	.366	8.85e+07	2337361	8.84e+07	211520828	214587748	2.37e-06	2.37e-06	1.29e-06	1.831081
1986	"GUY"	1.990e+09	2590.0227	768508	1976	99	1960	2022	63	-.234	8.61e+07	1641887	8.61e+07	227778941	165081499	2.48e-06	2.48e-06	1.30e-06	1.902708
1987	"GUY"	2.008e+09	2629.7493	763706	1976	99	1960	2022	63	-.13	9.35e+07	589125.9	9.35e+07	247715378	142057899	2.38e-06	2.38e-06	1.31e-06	1.820537
1988	"GUY"	1.934e+09	2550.1694	758450	1976	99	1960	2022	63	-5.9809999	9.19e+07	1069304	9.15e+07	223339561	148274251	2.29e-06	2.29e-06	1.32e-06	1.740367
1989	"GUY"	1.839e+09	2442.6702	752897	1976	99	1960	2022	63	-4.9439998	8.58e+07	1545296	8.56e+07	224461182	181029332	2.23e-06	2.23e-06	1.33e-06	1.678761
1990	"GUY"	1.783e+09	2386.0625	747116	1976	99	1960	2022	63	-3.01	9.25e+07	1104306	9.25e+07	243618702	203623354	2.14e-06	2.14e-06	1.34e-06	1.598147
1991	"GUY"	1.891e+09	2540.8779	744096	1976	99	1960	2022	63	6.026	1.21e+08	1084452	1.21e+08	274371513	255936909	2.20e-06	2.20e-06	1.34e-06	1.636756
1992	"GUY"	2.037e+09	2734.6812	744998	1976	99	1960	2022	63	7.7579999	1.25e+08	4518323	1.25e+08	356279223	330628750	2.17e-06	2.17e-06	1.34e-06	1.613095
1993	"GUY"	2.204e+09	2949.5698	747189	1976	99	1960	2022	63	8.2010002	1.93e+08	1188259	1.93e+08	392228937	348288280	2.14e-06	2.14e-06	1.34e-06	1.599494
1994	"GUY"	2.392e+09	3191.1731	749546	1976	99	1960	2022	63	8.4820004	2.02e+08	8232893	2.01e+08	435662021	306738518	2.08e-06	2.08e-06	1.33e-06	1.556194
1995	"GUY"	2.512e+09	3342.1797	751689	1976	99	1960	2022	63	5.0549998	1.98e+08	1.28e+07	1.98e+08	430896125	380559464	2.01e-06	2.01e-06	1.33e-06	1.509149
1996	"GUY"	2.712e+09	3599.0564	753571	1976	99	1960	2022	63	7.9559999	2.15e+08	7474522	2.15e+08	484210765	422372834	1.95e-06	1.95e-06	1.33e-06	1.469404
1997	"GUY"	2.880e+09	3813.2034	755211	1976	99	1960	2022	63	6.1849999	2.34e+08	9929641	2.34e+08	571505942	479150466	1.98e-06	1.98e-06	1.32e-06	1.496057
1998	"GUY"	2.831e+09	3741.813	756697	1976	99	1960	2022	63	-1.707	2.00e+08	1.91e+07	2.00e+08	530937336	428434102	2.04e-06	2.04e-06	1.32e-06	1.544788
1999	"GUY"	2.915e+09	3845.8828	758014	1976	99	1960	2022	63	2.9860001	1.80e+08	2.66e+07	1.80e+08	495743540	409562768	1.96e-06	1.96e-06	1.32e-06	1.484351
2000	"GUY"	2.875e+09	3788.25	759051	1976	99	1960	2022	63	-1.345	2.33e+08	2.02e+07	2.33e+08	577750309	444875390	1.83e-06	1.83e-06	1.32e-06	1.392805
2001	"GUY"	2.941e+09	3870.7385	759809	1976	99	1960	2022	63	2.26	2.16e+08	1.69e+07	2.16e+08	545378576	478066906	1.95e-06	1.95e-06	1.32e-06	1.480874
2002	"GUY"	2.974e+09	3911.9333	760323	1976	99	1960	2022	63	1.149	1.85e+08	9250140	1.85e+08	492756903	487619602	1.88e-06	1.88e-06	1.32e-06	1.427389
2003	"GUY"	2.956e+09	3885.9795	760562	1976	99	1960	2022	63	-.65200001	2.00e+08	1.28e+07	1.98e+08	543210951	592656244	1.79e-06	1.79e-06	1.31e-06	1.359857
2004	"GUY"	3.002e+09	3947.4473	760424	1976	99	1960	2022	63	1.566	2.41e+08	7881801	2.40e+08	619704036	543940889	1.66e-06	1.66e-06	1.32e-06	1.262983
2005	"GUY"	2.943e+09	3874.0769	759709	1976	99	1960	2022	63	-1.942	2.30e+08	1.65e+07	2.29e+08	596678427	712227243	1.53e-06	1.53e-06	1.32e-06	1.163804
2006	"GUY"	3.094e+09	4080.009	758367	1976	99	1960	2022	63	5.1269999	2.07e+08	2.00e+07	2.07e+08	622828065	921808948	1.51e-06	1.51e-06	1.32e-06	1.145531
2007	"GUY"	3.317e+09	4384.084	756521	1976	99	1960	2022	63	7.02	2.91e+08	1.57e+07	2.90e+08	797108457	879136543	1.40e-06	1.40e-06	1.32e-06	1.06215
2008	"GUY"	3.375e+09	4475.0596	754150	1976	99	1960	2022	63	1.977	4.16e+08	2.64e+07	4.16e+08	935082644	1302099504	1.47e-06	1.47e-06	1.33e-06	1.110006
2009	"GUY"	3.497e+09	4654.5259	751258	1976	99	1960	2022	63	3.319	4.38e+08	1.82e+07	4.38e+08	852856899	1037002575	1.42e-06	1.42e-06	1.33e-06	1.065132
2010	"GUY"	3.641e+09	4868.7056	747932	1976	99	1960	2022	63	4.3709998	5.59e+08	1.49e+08	5.51e+08	996897494	1462462366	1.34e-06	1.34e-06	1.34e-06	1
2011	"GUY"	3.831e+09	5147.1724	744230	1976	99	1960	2022	63	5.4369998	8.16e+08	1.84e+08	8.16e+08	1335631175	1824847117	1.28e-06	1.28e-06	1.34e-06	.9494494
2012	"GUY"	4.033e+09	5420.6772	743966	1976	99	1960	2022	63	5.039	9.64e+08	5.63e+07	9.58e+08	1565450275	1744572299	1.27e-06	1.27e-06	1.34e-06	.9414392
2013	"GUY"	4.180e+09	5592.7563	747420	1976	99	1960	2022	63	3.6530001	8.57e+08	2.11e+08	8.57e+08	1434042167	1829082945	1.26e-06	1.26e-06	1.34e-06	.9391089
2014	"GUY"	4.251e+09	5659.0752	751115	1976	99	1960	2022	63	1.686	7.61e+08	4.19e+07	7.61e+08	1384333143	1740391403	1.28e-06	1.28e-06	1.33e-06	.9629441
2015	"GUY"	4.280e+09	5668.4297	755031	1976	99	1960	2022	63	.68699998	6.22e+08	2.01e+07	6.22e+08	1214951454	1404297700	1.37e-06	1.37e-06	1.32e-06	1.033787
2016	"GUY"	4.443e+09	5852.8379	759087	1976	99	1960	2022	63	3.8069999	8.26e+08	3.93e+07	8.26e+08	1464227816	1648638765	1.33e-06	1.33e-06	1.32e-06	1.00797
2017	"GUY"	4.609e+09	6038.2734	763252	1976	99	1960	2022	63	3.734	8.12e+08	2.66e+07	8.10e+08	1610623080	1643070624	1.27e-06	1.27e-06	1.31e-06	.966378
2018	"GUY"	4.813e+09	6127.7056	785514	1976	99	1960	2022	63	4.441	9.29e+08	3.01e+07	9.28e+08	1430726423	1966592548	1.20e-06	1.20e-06	1.27e-06	.9437811
2019	"GUY"	5.071e+09	6348.6982	798753	1976	99	1960	2022	63	5.3530002	8.82e+08	4.65e+07	8.80e+08	1477960693	2921545502	1.19e-06	1.19e-06	1.25e-06	.9532663
2020	"GUY"	7.276e+09	9126.8057	797202	1976	99	1960	2022	63	43.383999	1.74e+09	2.98e+07	1.74e+09	2407087713	2114043444	1.19e-06	1.19e-06	1.25e-06	.9461347
2021	"GUY"	8.735e+09	10857.338	804567	1976	99	1960	2022	63	16.393999						9.77e-07	9.77e-07	1.24e-06	.7860345
2022	"GUY"	1.378e+10	17044.795	808726	1976	99	1960	2022	63	46.487						9.10e-07	9.10e-07	1.24e-06	.7355649
1962	"HKG"	1.432e+10	4333.8198	3305200	1976	100	1961	2022	62		8680367	5.13e+07	2389179	757976953	1133537436	1.82e-06	1.82e-06	3.03e-07	6.003165
1963	"HKG"	1.658e+10	4847.2983	3420900	1976	100	1961	2022	62		1.62e+07	6.03e+07	3990309	884847059	1343040847	1.75e-06	1.75e-06	2.92e-07	6.003165
1964	"HKG"	1.801e+10	5139.7754	3504600	1976	100	1961	2022	62		1.91e+07	6.83e+07	6483000	1005837775	1566268917	1.71e-06	1.71e-06	2.85e-07	5.984227
1965	"HKG"	2.065e+10	5739.5518	3597900	1976	100	1961	2022	62		2.48e+07	7.89e+07	4355437	1119378301	1601801870	1.61e-06	1.61e-06	2.78e-07	5.783536
1966	"HKG"	2.102e+10	5791.0591	3629900	1976	100	1961	2022	62		3.16e+07	1.22e+08	4933355	1324940133	1878696788	1.57e-06	1.57e-06	2.75e-07	5.696697
1967	"HKG"	2.136e+10	5737.0762	3722800	1976	100	1961	2022	62		4.76e+07	1.15e+08	5277510	1493280432	1836501859	1.51e-06	1.51e-06	2.69e-07	5.62908
1968	"HKG"	2.208e+10	5807.3472	3802700	1976	100	1961	2022	62		3.38e+07	1.48e+08	7621936	1674420782	2116431846	1.44e-06	1.44e-06	2.63e-07	5.482659
1969	"HKG"	2.459e+10	6363.7017	3863900	1976	100	1961	2022	62		4.40e+07	1.94e+08	4428922	2067174303	2552000833	1.35e-06	1.35e-06	2.59e-07	5.225895
1970	"HKG"	2.685e+10	6782.6616	3959000	1976	100	1961	2022	62		4.77e+07	1.91e+08	4152351	2364082099	2918513346	1.29e-06	1.29e-06	2.53e-07	5.113207
1971	"HKG"	2.881e+10	7122.0737	4045300	1976	100	1961	2022	62		4.91e+07	2.01e+08	2768232	2789508071	3280944055	1.21e-06	1.21e-06	2.47e-07	4.914508
1972	"HKG"	3.187e+10	7728.271	4123600	1976	100	1961	2022	62		6.49e+07	2.45e+08	3498400	3314977186	3929759373	1.12e-06	1.12e-06	2.43e-07	4.615572
1973	"HKG"	3.578e+10	8435.8682	4241600	1976	100	1961	2022	62		8.94e+07	3.58e+08	4220984	4892064070	5599255149	9.44e-07	9.44e-07	2.36e-07	4.00211
1974	"HKG"	3.665e+10	8370.8193	4377800	1976	100	1961	2022	62		1.25e+08	3.85e+08	1.03e+07	5912491023	6508567403	7.56e-07	7.56e-07	2.28e-07	3.310646
1975	"HKG"	3.683e+10	8253.9951	4461600	1976	100	1961	2022	62		9.92e+07	4.11e+08	1.12e+07	5885031772	6662192739	7.12e-07	7.12e-07	2.24e-07	3.177554
1976	"HKG"	4.278e+10	9468.5049	4518000	1976	100	1961	2022	62		4.81e+07	3.16e+08	3738231	6875054748	7680543626	6.72e-07	6.72e-07	2.21e-07	3.0352
1977	"HKG"	4.779e+10	10427.12	4583700	1976	100	1961	2022	62		9.07e+07	5.61e+08	1654994	8130229932	9418517953	6.25e-07	6.25e-07	2.18e-07	2.865559
1978	"HKG"	5.174e+10	11085.82	4667500	1976	100	1961	2022	62		2.10e+08	1.11e+09	1812650	11055733868	13479544011	5.59e-07	5.59e-07	2.14e-07	2.609354
1979	"HKG"	5.772e+10	11709.19	4929700	1976	100	1961	2022	62		2.94e+08	1.18e+09	2.54e+07	14752398404	16908320281	4.61e-07	4.61e-07	2.03e-07	2.27458
1980	"HKG"	6.356e+10	12553.079	5063100	1976	100	1961	2022	62	10.34	6.54e+08	1.39e+09	2.78e+08	18984024226	21739808988	3.99e-07	3.99e-07	1.98e-07	2.022388
1981	"HKG"	6.944e+10	13397.271	5183400	1976	100	1961	2022	62	9.1929998	4.70e+08	1.13e+09	1.30e+08	20556266210	24184115038	3.70e-07	3.70e-07	1.93e-07	1.92004
1982	"HKG"	7.149e+10	13580	5264500	1976	100	1961	2022	62	2.8870001	4.27e+08	1.16e+09	3.40e+07	19852196881	22837499620	3.59e-07	3.59e-07	1.90e-07	1.887562
1983	"HKG"	7.576e+10	14174.665	5345100	1976	100	1961	2022	62	6.0149999	5.86e+08	9.56e+08	3.04e+08	20869424888	23385304904	3.47e-07	3.47e-07	1.87e-07	1.85435
1984	"HKG"	8.332e+10	15435.938	5397900	1976	100	1961	2022	62	10.002	3.68e+08	1.06e+09	8.13e+07	25842416505	27607401812	3.40e-07	3.40e-07	1.85e-07	1.83285
1985	"HKG"	8.395e+10	15386.63	5456200	1976	100	1961	2022	62	.71499997	4.27e+08	1.23e+09	6.22e+07	26641831958	28577382148	3.36e-07	3.36e-07	1.83e-07	1.831081
1986	"HKG"	9.323e+10	16876.236	5524600	1976	100	1961	2022	62	11.104	7.20e+08	1.47e+09	2.96e+08	31084039578	34861617908	3.44e-07	3.44e-07	1.81e-07	1.902708
1987	"HKG"	1.057e+11	18945.703	5580500	1976	100	1961	2022	62	13.395	5.75e+08	2.14e+09	5.75e+07	39786565387	47295372577	3.26e-07	3.26e-07	1.79e-07	1.820537
1988	"HKG"	1.147e+11	20386.223	5627600	1976	100	1961	2022	62	8.5109997	8.26e+08	3.91e+09	2.46e+07	49069779685	64022245462	3.09e-07	3.09e-07	1.78e-07	1.740367
1989	"HKG"	1.173e+11	20635.533	5686200	1976	100	1961	2022	62	2.277	1.56e+09	3.93e+09	1.98e+07	51479047016	72187539647	2.95e-07	2.95e-07	1.76e-07	1.678761
1990	"HKG"	1.218e+11	21357.252	5704500	1976	100	1961	2022	62	3.8310001	1.06e+09	3.85e+09	1.46e+07	54327691639	83183963877	2.80e-07	2.80e-07	1.75e-07	1.598147
1991	"HKG"	1.288e+11	22388.607	5752000	1976	100	1961	2022	62	5.7020001	9.02e+08	4.94e+09	1.10e+07	61730439303	102551528695	2.85e-07	2.85e-07	1.74e-07	1.636756
1992	"HKG"	1.368e+11	23585.643	5800500	1976	100	1961	2022	62	6.2350001	1.05e+09	5.89e+09	381553.3	68173858893	124979506025	2.78e-07	2.78e-07	1.72e-07	1.613095
1993	"HKG"	1.453e+11	24621.645	5901000	1976	100	1961	2022	62	6.2010002	9.84e+08	5.69e+09	4.44e+07	60855131595	136144309314	2.71e-07	2.71e-07	1.69e-07	1.599494
1994	"HKG"	1.541e+11	25526.459	6035400	1976	100	1961	2022	62	6.0359998	1.13e+09	6.48e+09	3.84e+07	67382316069	155765337938	2.58e-07	2.58e-07	1.66e-07	1.556194
1995	"HKG"	1.577e+11	25620.027	6156100	1976	100	1961	2022	62	2.3740001	1.19e+09	7.48e+09	1.65e+07	70207431263	183217876681	2.45e-07	2.45e-07	1.62e-07	1.509149
1996	"HKG"	1.644e+11	25551.389	6435500	1976	100	1961	2022	62	4.2589998	1.40e+09	7.46e+09	2.00e+07	70558357756	186772355720	2.28e-07	2.28e-07	1.55e-07	1.469404
1997	"HKG"	1.728e+11	26631.811	6489300	1976	100	1961	2022	62	5.0999999	1.47e+09	9.59e+09	2.33e+07	67069572066	199756502930	2.31e-07	2.31e-07	1.54e-07	1.496057
1998	"HKG"	1.627e+11	24856.797	6543700	1976	100	1961	2022	62	-5.8829999	2.22e+09	6.87e+09	1.08e+08	67581412963	170105015768	2.36e-07	2.36e-07	1.53e-07	1.544788
1999	"HKG"	1.667e+11	25237.662	6606500	1976	100	1961	2022	62	2.507	2.22e+09	6.77e+09	1.94e+08	65000212251	169871992966	2.25e-07	2.25e-07	1.51e-07	1.484351
2000	"HKG"	1.795e+11	26933.25	6665000	1976	100	1961	2022	62	7.6630001	3.08e+09	7.97e+09	1.74e+08	73900520665	192575270493	2.09e-07	2.09e-07	1.50e-07	1.392805
2001	"HKG"	1.805e+11	26885.424	6714300	1976	100	1961	2022	62	.56099999	2.90e+09	7.54e+09	1.02e+07	66474679972	181004210913	2.21e-07	2.21e-07	1.49e-07	1.480874
2002	"HKG"	1.835e+11	27210.068	6744100	1976	100	1961	2022	62	1.6569999	4.23e+09	8.29e+09	9.91e+08	66725342389	198576188083	2.12e-07	2.12e-07	1.48e-07	1.427389
2003	"HKG"	1.891e+11	28097.098	6730800	1976	100	1961	2022	62	3.056	5.77e+09	1.12e+10	1.56e+09	71646150862	229272571186	2.02e-07	2.02e-07	1.49e-07	1.359857
2004	"HKG"	2.056e+11	30304.289	6783500	1976	100	1961	2022	62	8.6999998	6.29e+09	1.36e+10	5.50e+08	82892094744	274537220642	1.86e-07	1.86e-07	1.47e-07	1.262983
2005	"HKG"	2.208e+11	32401.355	6813200	1976	100	1961	2022	62	7.388	5.40e+09	1.35e+10	1.14e+09	85120437255	305813150869	1.71e-07	1.71e-07	1.47e-07	1.163804
2006	"HKG"	2.363e+11	34457.996	6857100	1976	100	1961	2022	62	7.033	7.04e+09	1.68e+10	1.63e+09	90645344457	353833267171	1.67e-07	1.67e-07	1.46e-07	1.145531
2007	"HKG"	2.516e+11	36371.637	6916300	1976	100	1961	2022	62	6.4650002	7.54e+09	2.08e+10	5.65e+08	92238235044	398033376959	1.54e-07	1.54e-07	1.45e-07	1.06215
2008	"HKG"	2.569e+11	36924.016	6957800	1976	100	1961	2022	62	2.128	1.31e+10	2.53e+10	8.53e+08	101905997569	418287143597	1.60e-07	1.60e-07	1.44e-07	1.110006
2009	"HKG"	2.506e+11	35938.559	6972800	1976	100	1961	2022	62	-2.4590001	1.10e+10	2.48e+10	4.28e+07	78015954128	369586305130	1.53e-07	1.53e-07	1.43e-07	1.065132
2010	"HKG"	2.676e+11	38089.988	7024200	1976	100	1961	2022	62	6.7680001	1.57e+10	3.27e+10	1536567	93785902966	480732555834	1.42e-07	1.42e-07	1.42e-07	1
2011	"HKG"	2.804e+11	39656.313	7071600	1976	100	1961	2022	62	4.8150001	2.83e+10	5.35e+10	1.01e+08	109101810753	576384145176	1.34e-07	1.34e-07	1.41e-07	.9494494
2012	"HKG"	2.852e+11	39887.813	7150100	1976	100	1961	2022	62	1.7	2.88e+10	6.83e+10	3.17e+08	107451904459	635111680965	1.32e-07	1.32e-07	1.40e-07	.9414392
2013	"HKG"	2.940e+11	40959.973	7178900	1976	100	1961	2022	62	3.102	3.22e+10	1.21e+11	5.85e+07	106408294203	735693481516	1.31e-07	1.31e-07	1.39e-07	.9391089
2014	"HKG"	3.022e+11	41796.84	7229500	1976	100	1961	2022	62	2.7620001	2.50e+10	8.07e+10	1.71e+08	102402498133	692529904662	1.33e-07	1.33e-07	1.38e-07	.9629441
2015	"HKG"	3.094e+11	42432.16	7291300	1976	100	1961	2022	62	2.388	1.75e+10	6.27e+10	4.89e+07	104449527645	635366829591	1.42e-07	1.42e-07	1.37e-07	1.033787
2016	"HKG"	3.161e+11	43087.543	7336600	1976	100	1961	2022	62	2.1689999	3.20e+10	5.72e+10	1.49e+08	112007827635	595546107194	1.37e-07	1.37e-07	1.36e-07	1.00797
2017	"HKG"	3.281e+11	44380.801	7393200	1976	100	1961	2022	62	3.7909999	2.85e+10	5.73e+10	1.06e+08	111987174013	622920485262	1.31e-07	1.31e-07	1.35e-07	.966378
2018	"HKG"	3.375e+11	45280.488	7452600	1976	100	1961	2022	62	2.846	2.02e+10	5.36e+10	1.57e+08	118319335725	661509725497	1.27e-07	1.27e-07	1.34e-07	.9437811
2019	"HKG"	3.318e+11	44195.262	7507900	1976	100	1961	2022	62	-1.249	1.99e+10	4.06e+10	9.57e+07	116401784081	593410510956	1.27e-07	1.27e-07	1.33e-07	.9532663
2020	"HKG"	3.101e+11	41451.285	7481000	1976	100	1961	2022	62	-6.1420002	3.85e+10	4.47e+10	1.12e+10	124230386253	583458363234	1.26e-07	1.26e-07	1.34e-07	.9461347
2021	"HKG"	3.301e+11	44525.594	7413100	1976	100	1961	2022	62	4.289						1.06e-07	1.06e-07	1.35e-07	.7860345
2022	"HKG"	3.186e+11	43369.715	7346100	1976	100	1961	2022	62	3.822						1.00e-07	1.00e-07	1.36e-07	.7355649
1962	"HMD"				2000	101			0										6.003165
1963	"HMD"				2000	101			0										6.003165
1964	"HMD"				2000	101			0										5.984227
1965	"HMD"				2000	101			0										5.783536
1966	"HMD"				2000	101			0										5.696697
1967	"HMD"				2000	101			0										5.62908
1968	"HMD"				2000	101			0										5.482659
1969	"HMD"				2000	101			0										5.225895
1970	"HMD"				2000	101			0										5.113207
1971	"HMD"				2000	101			0										4.914508
1972	"HMD"				2000	101			0										4.615572
1973	"HMD"				2000	101			0										4.00211
1974	"HMD"				2000	101			0										3.310646
1975	"HMD"				2000	101			0										3.177554
1976	"HMD"				2000	101			0										3.0352
1977	"HMD"				2000	101			0										2.865559
1978	"HMD"				2000	101			0										2.609354
1979	"HMD"				2000	101			0										2.27458
1980	"HMD"				2000	101			0										2.022388
1981	"HMD"				2000	101			0										1.92004
1982	"HMD"				2000	101			0										1.887562
1983	"HMD"				2000	101			0										1.85435
1984	"HMD"				2000	101			0										1.83285
1985	"HMD"				2000	101			0										1.831081
1986	"HMD"				2000	101			0										1.902708
1987	"HMD"				2000	101			0										1.820537
1988	"HMD"				2000	101			0										1.740367
1989	"HMD"				2000	101			0										1.678761
1990	"HMD"				2000	101			0										1.598147
1991	"HMD"				2000	101			0										1.636756
1992	"HMD"				2000	101			0										1.613095
1993	"HMD"				2000	101			0										1.599494
1994	"HMD"				2000	101			0										1.556194
1995	"HMD"				2000	101			0										1.509149
1996	"HMD"				2000	101			0										1.469404
1997	"HMD"				2000	101			0										1.496057
1998	"HMD"				2000	101			0										1.544788
